Max profit 3333
 at price 1: 967, price 2: 934
Price 1 = 900, Profit 1: 100, Volume 1: 0, Price 2: 901 Profit 2: 99, Volume 2: 1, Total Profit: 99
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 981 Profit 2: 19, Volume 2: 51, Total Profit: 3069
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 982 Profit 2: 18, Volume 2: 52, Total Profit: 3036
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 983 Profit 2: 17, Volume 2: 53, Total Profit: 3001
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 984 Profit 2: 16, Volume 2: 54, Total Profit: 2964
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 985 Profit 2: 15, Volume 2: 55, Total Profit: 2925
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 986 Profit 2: 14, Volume 2: 56, Total Profit: 2884
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 987 Profit 2: 13, Volume 2: 57, Total Profit: 2841
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 988 Profit 2: 12, Volume 2: 58, Total Profit: 2796
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 989 Profit 2: 11, Volume 2: 59, Total Profit: 2749
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 990 Profit 2: 10, Volume 2: 60, Total Profit: 2700
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 991 Profit 2: 9, Volume 2: 61, Total Profit: 2649
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 992 Profit 2: 8, Volume 2: 62, Total Profit: 2596
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 993 Profit 2: 7, Volume 2: 63, Total Profit: 2541
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 994 Profit 2: 6, Volume 2: 64, Total Profit: 2484
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 995 Profit 2: 5, Volume 2: 65, Total Profit: 2425
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 996 Profit 2: 4, Volume 2: 66, Total Profit: 2364
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 997 Profit 2: 3, Volume 2: 67, Total Profit: 2301
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 998 Profit 2: 2, Volume 2: 68, Total Profit: 2236
Price 1 = 930, Profit 1: 70, Volume 1: 30, Price 2: 999 Profit 2: 1, Volume 2: 69, Total Profit: 2169
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 932 Profit 2: 68, Volume 2: 1, Total Profit: 2207
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 933 Profit 2: 67, Volume 2: 2, Total Profit: 2273
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 934 Profit 2: 66, Volume 2: 3, Total Profit: 2337
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 935 Profit 2: 65, Volume 2: 4, Total Profit: 2399
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 936 Profit 2: 64, Volume 2: 5, Total Profit: 2459
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 937 Profit 2: 63, Volume 2: 6, Total Profit: 2517
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 938 Profit 2: 62, Volume 2: 7, Total Profit: 2573
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 939 Profit 2: 61, Volume 2: 8, Total Profit: 2627
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 940 Profit 2: 60, Volume 2: 9, Total Profit: 2679
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 941 Profit 2: 59, Volume 2: 10, Total Profit: 2729
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 942 Profit 2: 58, Volume 2: 11, Total Profit: 2777
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 943 Profit 2: 57, Volume 2: 12, Total Profit: 2823
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 944 Profit 2: 56, Volume 2: 13, Total Profit: 2867
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 945 Profit 2: 55, Volume 2: 14, Total Profit: 2909
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 946 Profit 2: 54, Volume 2: 15, Total Profit: 2949
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 947 Profit 2: 53, Volume 2: 16, Total Profit: 2987
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 948 Profit 2: 52, Volume 2: 17, Total Profit: 3023
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 949 Profit 2: 51, Volume 2: 18, Total Profit: 3057
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 950 Profit 2: 50, Volume 2: 19, Total Profit: 3089
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 951 Profit 2: 49, Volume 2: 20, Total Profit: 3119
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 952 Profit 2: 48, Volume 2: 21, Total Profit: 3147
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 953 Profit 2: 47, Volume 2: 22, Total Profit: 3173
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 954 Profit 2: 46, Volume 2: 23, Total Profit: 3197
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 955 Profit 2: 45, Volume 2: 24, Total Profit: 3219
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 956 Profit 2: 44, Volume 2: 25, Total Profit: 3239
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 957 Profit 2: 43, Volume 2: 26, Total Profit: 3257
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 958 Profit 2: 42, Volume 2: 27, Total Profit: 3273
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 959 Profit 2: 41, Volume 2: 28, Total Profit: 3287
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 960 Profit 2: 40, Volume 2: 29, Total Profit: 3299
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 961 Profit 2: 39, Volume 2: 30, Total Profit: 3309
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 962 Profit 2: 38, Volume 2: 31, Total Profit: 3317
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 963 Profit 2: 37, Volume 2: 32, Total Profit: 3323
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 964 Profit 2: 36, Volume 2: 33, Total Profit: 3327
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 965 Profit 2: 35, Volume 2: 34, Total Profit: 3329
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 966 Profit 2: 34, Volume 2: 35, Total Profit: 3329
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 967 Profit 2: 33, Volume 2: 36, Total Profit: 3327
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 968 Profit 2: 32, Volume 2: 37, Total Profit: 3323
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 969 Profit 2: 31, Volume 2: 38, Total Profit: 3317
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 970 Profit 2: 30, Volume 2: 39, Total Profit: 3309
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 971 Profit 2: 29, Volume 2: 40, Total Profit: 3299
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 972 Profit 2: 28, Volume 2: 41, Total Profit: 3287
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 973 Profit 2: 27, Volume 2: 42, Total Profit: 3273
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 974 Profit 2: 26, Volume 2: 43, Total Profit: 3257
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 975 Profit 2: 25, Volume 2: 44, Total Profit: 3239
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 976 Profit 2: 24, Volume 2: 45, Total Profit: 3219
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 977 Profit 2: 23, Volume 2: 46, Total Profit: 3197
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 978 Profit 2: 22, Volume 2: 47, Total Profit: 3173
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 979 Profit 2: 21, Volume 2: 48, Total Profit: 3147
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 980 Profit 2: 20, Volume 2: 49, Total Profit: 3119
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 981 Profit 2: 19, Volume 2: 50, Total Profit: 3089
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 982 Profit 2: 18, Volume 2: 51, Total Profit: 3057
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 983 Profit 2: 17, Volume 2: 52, Total Profit: 3023
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 984 Profit 2: 16, Volume 2: 53, Total Profit: 2987
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 985 Profit 2: 15, Volume 2: 54, Total Profit: 2949
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 986 Profit 2: 14, Volume 2: 55, Total Profit: 2909
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 987 Profit 2: 13, Volume 2: 56, Total Profit: 2867
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 988 Profit 2: 12, Volume 2: 57, Total Profit: 2823
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 989 Profit 2: 11, Volume 2: 58, Total Profit: 2777
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 990 Profit 2: 10, Volume 2: 59, Total Profit: 2729
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 991 Profit 2: 9, Volume 2: 60, Total Profit: 2679
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 992 Profit 2: 8, Volume 2: 61, Total Profit: 2627
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 993 Profit 2: 7, Volume 2: 62, Total Profit: 2573
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 994 Profit 2: 6, Volume 2: 63, Total Profit: 2517
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 995 Profit 2: 5, Volume 2: 64, Total Profit: 2459
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 996 Profit 2: 4, Volume 2: 65, Total Profit: 2399
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 997 Profit 2: 3, Volume 2: 66, Total Profit: 2337
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 998 Profit 2: 2, Volume 2: 67, Total Profit: 2273
Price 1 = 931, Profit 1: 69, Volume 1: 31, Price 2: 999 Profit 2: 1, Volume 2: 68, Total Profit: 2207
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 933 Profit 2: 67, Volume 2: 1, Total Profit: 2243
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 934 Profit 2: 66, Volume 2: 2, Total Profit: 2308
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 935 Profit 2: 65, Volume 2: 3, Total Profit: 2371
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 936 Profit 2: 64, Volume 2: 4, Total Profit: 2432
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 937 Profit 2: 63, Volume 2: 5, Total Profit: 2491
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 938 Profit 2: 62, Volume 2: 6, Total Profit: 2548
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 939 Profit 2: 61, Volume 2: 7, Total Profit: 2603
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 940 Profit 2: 60, Volume 2: 8, Total Profit: 2656
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 941 Profit 2: 59, Volume 2: 9, Total Profit: 2707
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 942 Profit 2: 58, Volume 2: 10, Total Profit: 2756
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 943 Profit 2: 57, Volume 2: 11, Total Profit: 2803
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 944 Profit 2: 56, Volume 2: 12, Total Profit: 2848
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 945 Profit 2: 55, Volume 2: 13, Total Profit: 2891
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 946 Profit 2: 54, Volume 2: 14, Total Profit: 2932
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 947 Profit 2: 53, Volume 2: 15, Total Profit: 2971
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 948 Profit 2: 52, Volume 2: 16, Total Profit: 3008
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 949 Profit 2: 51, Volume 2: 17, Total Profit: 3043
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 950 Profit 2: 50, Volume 2: 18, Total Profit: 3076
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 951 Profit 2: 49, Volume 2: 19, Total Profit: 3107
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 952 Profit 2: 48, Volume 2: 20, Total Profit: 3136
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 953 Profit 2: 47, Volume 2: 21, Total Profit: 3163
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 954 Profit 2: 46, Volume 2: 22, Total Profit: 3188
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 955 Profit 2: 45, Volume 2: 23, Total Profit: 3211
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 956 Profit 2: 44, Volume 2: 24, Total Profit: 3232
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 957 Profit 2: 43, Volume 2: 25, Total Profit: 3251
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 958 Profit 2: 42, Volume 2: 26, Total Profit: 3268
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 959 Profit 2: 41, Volume 2: 27, Total Profit: 3283
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 960 Profit 2: 40, Volume 2: 28, Total Profit: 3296
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 961 Profit 2: 39, Volume 2: 29, Total Profit: 3307
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 962 Profit 2: 38, Volume 2: 30, Total Profit: 3316
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 963 Profit 2: 37, Volume 2: 31, Total Profit: 3323
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 964 Profit 2: 36, Volume 2: 32, Total Profit: 3328
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 965 Profit 2: 35, Volume 2: 33, Total Profit: 3331
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 966 Profit 2: 34, Volume 2: 34, Total Profit: 3332
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 967 Profit 2: 33, Volume 2: 35, Total Profit: 3331
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 968 Profit 2: 32, Volume 2: 36, Total Profit: 3328
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 969 Profit 2: 31, Volume 2: 37, Total Profit: 3323
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 970 Profit 2: 30, Volume 2: 38, Total Profit: 3316
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 971 Profit 2: 29, Volume 2: 39, Total Profit: 3307
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 972 Profit 2: 28, Volume 2: 40, Total Profit: 3296
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 973 Profit 2: 27, Volume 2: 41, Total Profit: 3283
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 974 Profit 2: 26, Volume 2: 42, Total Profit: 3268
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 975 Profit 2: 25, Volume 2: 43, Total Profit: 3251
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 976 Profit 2: 24, Volume 2: 44, Total Profit: 3232
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 977 Profit 2: 23, Volume 2: 45, Total Profit: 3211
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 978 Profit 2: 22, Volume 2: 46, Total Profit: 3188
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 979 Profit 2: 21, Volume 2: 47, Total Profit: 3163
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 980 Profit 2: 20, Volume 2: 48, Total Profit: 3136
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 981 Profit 2: 19, Volume 2: 49, Total Profit: 3107
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 982 Profit 2: 18, Volume 2: 50, Total Profit: 3076
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 983 Profit 2: 17, Volume 2: 51, Total Profit: 3043
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 984 Profit 2: 16, Volume 2: 52, Total Profit: 3008
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 985 Profit 2: 15, Volume 2: 53, Total Profit: 2971
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 986 Profit 2: 14, Volume 2: 54, Total Profit: 2932
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 987 Profit 2: 13, Volume 2: 55, Total Profit: 2891
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 988 Profit 2: 12, Volume 2: 56, Total Profit: 2848
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 989 Profit 2: 11, Volume 2: 57, Total Profit: 2803
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 990 Profit 2: 10, Volume 2: 58, Total Profit: 2756
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 991 Profit 2: 9, Volume 2: 59, Total Profit: 2707
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 992 Profit 2: 8, Volume 2: 60, Total Profit: 2656
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 993 Profit 2: 7, Volume 2: 61, Total Profit: 2603
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 994 Profit 2: 6, Volume 2: 62, Total Profit: 2548
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 995 Profit 2: 5, Volume 2: 63, Total Profit: 2491
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 996 Profit 2: 4, Volume 2: 64, Total Profit: 2432
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 997 Profit 2: 3, Volume 2: 65, Total Profit: 2371
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 998 Profit 2: 2, Volume 2: 66, Total Profit: 2308
Price 1 = 932, Profit 1: 68, Volume 1: 32, Price 2: 999 Profit 2: 1, Volume 2: 67, Total Profit: 2243
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 934 Profit 2: 66, Volume 2: 1, Total Profit: 2277
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 935 Profit 2: 65, Volume 2: 2, Total Profit: 2341
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 936 Profit 2: 64, Volume 2: 3, Total Profit: 2403
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 937 Profit 2: 63, Volume 2: 4, Total Profit: 2463
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 938 Profit 2: 62, Volume 2: 5, Total Profit: 2521
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 939 Profit 2: 61, Volume 2: 6, Total Profit: 2577
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 940 Profit 2: 60, Volume 2: 7, Total Profit: 2631
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 941 Profit 2: 59, Volume 2: 8, Total Profit: 2683
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 942 Profit 2: 58, Volume 2: 9, Total Profit: 2733
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 943 Profit 2: 57, Volume 2: 10, Total Profit: 2781
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 944 Profit 2: 56, Volume 2: 11, Total Profit: 2827
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 945 Profit 2: 55, Volume 2: 12, Total Profit: 2871
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 946 Profit 2: 54, Volume 2: 13, Total Profit: 2913
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 947 Profit 2: 53, Volume 2: 14, Total Profit: 2953
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 948 Profit 2: 52, Volume 2: 15, Total Profit: 2991
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 949 Profit 2: 51, Volume 2: 16, Total Profit: 3027
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 950 Profit 2: 50, Volume 2: 17, Total Profit: 3061
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 951 Profit 2: 49, Volume 2: 18, Total Profit: 3093
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 952 Profit 2: 48, Volume 2: 19, Total Profit: 3123
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 953 Profit 2: 47, Volume 2: 20, Total Profit: 3151
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 954 Profit 2: 46, Volume 2: 21, Total Profit: 3177
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 955 Profit 2: 45, Volume 2: 22, Total Profit: 3201
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 956 Profit 2: 44, Volume 2: 23, Total Profit: 3223
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 957 Profit 2: 43, Volume 2: 24, Total Profit: 3243
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 958 Profit 2: 42, Volume 2: 25, Total Profit: 3261
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 959 Profit 2: 41, Volume 2: 26, Total Profit: 3277
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 960 Profit 2: 40, Volume 2: 27, Total Profit: 3291
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 961 Profit 2: 39, Volume 2: 28, Total Profit: 3303
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 962 Profit 2: 38, Volume 2: 29, Total Profit: 3313
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 963 Profit 2: 37, Volume 2: 30, Total Profit: 3321
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 964 Profit 2: 36, Volume 2: 31, Total Profit: 3327
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 965 Profit 2: 35, Volume 2: 32, Total Profit: 3331
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 966 Profit 2: 34, Volume 2: 33, Total Profit: 3333
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 967 Profit 2: 33, Volume 2: 34, Total Profit: 3333
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 968 Profit 2: 32, Volume 2: 35, Total Profit: 3331
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 969 Profit 2: 31, Volume 2: 36, Total Profit: 3327
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 970 Profit 2: 30, Volume 2: 37, Total Profit: 3321
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 971 Profit 2: 29, Volume 2: 38, Total Profit: 3313
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 972 Profit 2: 28, Volume 2: 39, Total Profit: 3303
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 973 Profit 2: 27, Volume 2: 40, Total Profit: 3291
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 974 Profit 2: 26, Volume 2: 41, Total Profit: 3277
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 975 Profit 2: 25, Volume 2: 42, Total Profit: 3261
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 976 Profit 2: 24, Volume 2: 43, Total Profit: 3243
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 977 Profit 2: 23, Volume 2: 44, Total Profit: 3223
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 978 Profit 2: 22, Volume 2: 45, Total Profit: 3201
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 979 Profit 2: 21, Volume 2: 46, Total Profit: 3177
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 980 Profit 2: 20, Volume 2: 47, Total Profit: 3151
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 981 Profit 2: 19, Volume 2: 48, Total Profit: 3123
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 982 Profit 2: 18, Volume 2: 49, Total Profit: 3093
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 983 Profit 2: 17, Volume 2: 50, Total Profit: 3061
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 984 Profit 2: 16, Volume 2: 51, Total Profit: 3027
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 985 Profit 2: 15, Volume 2: 52, Total Profit: 2991
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 986 Profit 2: 14, Volume 2: 53, Total Profit: 2953
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 987 Profit 2: 13, Volume 2: 54, Total Profit: 2913
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 988 Profit 2: 12, Volume 2: 55, Total Profit: 2871
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 989 Profit 2: 11, Volume 2: 56, Total Profit: 2827
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 990 Profit 2: 10, Volume 2: 57, Total Profit: 2781
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 991 Profit 2: 9, Volume 2: 58, Total Profit: 2733
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 992 Profit 2: 8, Volume 2: 59, Total Profit: 2683
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 993 Profit 2: 7, Volume 2: 60, Total Profit: 2631
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 994 Profit 2: 6, Volume 2: 61, Total Profit: 2577
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 995 Profit 2: 5, Volume 2: 62, Total Profit: 2521
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 996 Profit 2: 4, Volume 2: 63, Total Profit: 2463
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 997 Profit 2: 3, Volume 2: 64, Total Profit: 2403
Price 1 = 933, Profit 1: 67, Volume 1: 33, Price 2: 998 Profit 2: 2, Volume 2: 65, Total Profit: 2341
